CustomerID,TotalRevenue,AvgRevenuePerTransaction,TotalTransactions,TotalQuantity,TotalOrders,UniqueProducts,FirstPurchase,LastPurchase,Country,Recency,Frequency,Monetary,AOV,CustomerLifetime,Cluster,Segment
C10193,13843.78,2768.7560000000003,5,14,1,5,2025-07-26 15:33:00,2025-07-26 15:33:00,United Kingdom,125,1,13843.78,13843.78,0,0,Recent Moderate Buyers
C10195,32734.32,2727.86,12,37,3,10,2025-03-21 18:32:00,2025-10-13 18:53:00,United Kingdom,46,3,32734.32,10911.44,206,1,Champions (High-Value Loyal)
C10197,923.44,923.44,1,1,1,1,2025-04-10 19:47:00,2025-04-10 19:47:00,United Kingdom,231,1,923.44,923.44,0,2,Low-Value Customers
C10198,2389.98,1194.99,2,3,1,2,2025-06-06 14:33:00,2025-06-06 14:33:00,United Kingdom,175,1,2389.98,2389.98,0,2,Low-Value Customers
C10199,23013.53,2301.353,10,31,2,9,2025-03-20 22:45:00,2025-04-06 09:46:00,Singapore,236,2,23013.53,11506.765,16,3,At-Risk Big Spenders
C10200,18445.02,2635.002857142857,7,22,2,7,2025-04-21 14:28:00,2025-08-09 14:35:00,EIRE,111,2,18445.02,9222.51,110,0,Recent Moderate Buyers
C10201,21442.7,4288.54,5,20,2,5,2025-03-21 22:12:00,2025-05-20 15:27:00,Australia,192,2,21442.7,10721.35,59,3,At-Risk Big Spenders
C10202,10506.64,2101.328,5,12,1,5,2025-07-18 22:54:00,2025-07-18 22:54:00,Spain,132,1,10506.64,10506.64,0,0,Recent Moderate Buyers
C10204,29003.38,1933.5586666666668,15,58,4,13,2025-02-14 11:46:00,2025-04-17 10:26:00,United Kingdom,225,4,29003.38,7250.845,61,1,Champions (High-Value Loyal)
C10205,41074.01,3159.539230769231,13,34,5,11,2025-02-02 19:06:00,2025-11-22 22:18:00,United Kingdom,5,5,41074.01,8214.802,293,1,Champions (High-Value Loyal)
C10206,17811.54,2226.4425,8,14,1,8,2025-08-24 09:18:00,2025-08-24 09:18:00,United Kingdom,96,1,17811.54,17811.54,0,0,Recent Moderate Buyers
C10207,5613.77,2806.885,2,11,2,2,2025-05-25 18:45:00,2025-10-21 22:18:00,United Kingdom,37,2,5613.77,2806.885,149,0,Recent Moderate Buyers
C10208,5442.9,1360.725,4,7,2,4,2025-01-02 17:48:00,2025-08-20 21:15:00,United Kingdom,99,2,5442.9,2721.45,230,0,Recent Moderate Buyers
C10211,20348.199999999997,6782.733333333333,3,22,1,3,2025-10-17 10:46:00,2025-10-17 10:46:00,United Kingdom,42,1,20348.199999999997,20348.199999999997,0,0,Recent Moderate Buyers
C10212,15503.91,5167.97,3,24,2,3,2025-03-08 21:13:00,2025-10-08 19:31:00,France,50,2,15503.91,7751.955,213,0,Recent Moderate Buyers
C10213,2205.75,1102.875,2,5,1,2,2025-08-04 13:15:00,2025-08-04 13:15:00,United Kingdom,116,1,2205.75,2205.75,0,2,Low-Value Customers
C10214,38228.97,7645.794,5,25,2,4,2025-09-03 12:14:00,2025-10-15 17:44:00,United Kingdom,44,2,38228.97,19114.485,42,0,Recent Moderate Buyers
C10215,8746.57,2186.6425,4,9,1,4,2025-07-24 19:59:00,2025-07-24 19:59:00,Australia,126,1,8746.57,8746.57,0,0,Recent Moderate Buyers
C10218,18165.600000000002,9082.800000000001,2,15,1,2,2025-09-02 14:16:00,2025-09-02 14:16:00,Germany,87,1,18165.600000000002,18165.600000000002,0,0,Recent Moderate Buyers
C10219,1164.68,1164.68,1,1,1,1,2025-02-24 13:20:00,2025-02-24 13:20:00,United Kingdom,277,1,1164.68,1164.68,0,2,Low-Value Customers
C10220,18341.97,1834.1970000000001,10,26,3,9,2025-01-17 15:54:00,2025-06-11 08:49:00,United Kingdom,170,3,18341.97,6113.990000000001,144,1,Champions (High-Value Loyal)
C10221,1149.56,1149.56,1,4,1,1,2025-10-20 18:23:00,2025-10-20 18:23:00,Australia,39,1,1149.56,1149.56,0,2,Low-Value Customers
C10222,5613.89,1403.4725,4,8,4,4,2025-07-18 13:26:00,2025-11-21 21:34:00,United Kingdom,6,4,5613.89,1403.4725,126,1,Champions (High-Value Loyal)
C10223,835.54,835.54,1,1,1,1,2025-02-04 12:49:00,2025-02-04 12:49:00,United Kingdom,297,1,835.54,835.54,0,2,Low-Value Customers
C10224,23057.61,2561.956666666667,9,31,3,8,2025-02-04 17:37:00,2025-09-19 22:49:00,Germany,69,3,23057.61,7685.87,227,1,Champions (High-Value Loyal)
C10225,15509.28,15509.28,1,12,1,1,2025-08-13 19:15:00,2025-08-13 19:15:00,United Kingdom,107,1,15509.28,15509.28,0,0,Recent Moderate Buyers
C10226,3520.93,704.1859999999999,5,10,1,5,2025-07-08 19:21:00,2025-07-08 19:21:00,India,143,1,3520.93,3520.93,0,2,Low-Value Customers
C10227,12191.85,2031.9750000000001,6,19,2,5,2025-02-28 20:18:00,2025-06-22 22:39:00,United Kingdom,158,2,12191.85,6095.925,114,3,At-Risk Big Spenders
C10228,9557.48,1592.9133333333332,6,14,2,6,2025-03-14 21:40:00,2025-04-24 08:27:00,EIRE,218,2,9557.48,4778.74,40,3,At-Risk Big Spenders
C10229,1477.06,738.53,2,4,1,2,2025-10-29 19:54:00,2025-10-29 19:54:00,United Kingdom,29,1,1477.06,1477.06,0,2,Low-Value Customers
C10231,38534.58,12844.86,3,29,1,3,2025-02-16 21:14:00,2025-02-16 21:14:00,United Kingdom,284,1,38534.58,38534.58,0,3,At-Risk Big Spenders
C10232,5511.09,1102.218,5,10,2,5,2025-03-12 10:04:00,2025-05-31 12:38:00,United Kingdom,181,2,5511.09,2755.545,80,3,At-Risk Big Spenders
C10234,28097.69,3121.9655555555555,9,27,3,7,2025-03-08 10:55:00,2025-05-11 16:53:00,India,201,3,28097.69,9365.896666666666,64,1,Champions (High-Value Loyal)
C10235,17401.55,2900.258333333333,6,30,2,6,2025-02-16 19:58:00,2025-10-21 20:28:00,United Kingdom,37,2,17401.55,8700.775,247,0,Recent Moderate Buyers
C10236,5509.54,1836.5133333333333,3,7,1,3,2025-10-01 21:07:00,2025-10-01 21:07:00,United Kingdom,57,1,5509.54,5509.54,0,0,Recent Moderate Buyers
C10237,44009.159999999996,4889.906666666666,9,33,3,9,2025-04-24 13:27:00,2025-11-03 19:15:00,Netherlands,25,3,44009.159999999996,14669.72,193,1,Champions (High-Value Loyal)
C10238,13454.48,1922.0685714285714,7,18,3,7,2025-06-27 14:14:00,2025-08-10 15:23:00,United Kingdom,110,3,13454.48,4484.826666666667,44,1,Champions (High-Value Loyal)
C10240,28266.57,3140.73,9,35,4,8,2025-02-12 17:53:00,2025-11-27 13:39:00,India,1,4,28266.57,7066.6425,287,1,Champions (High-Value Loyal)
C10241,929.21,464.605,2,2,1,2,2025-02-03 16:28:00,2025-02-03 16:28:00,United Kingdom,298,1,929.21,929.21,0,2,Low-Value Customers
C10242,5875.1,1958.3666666666668,3,17,1,3,2025-07-04 19:32:00,2025-07-04 19:32:00,India,146,1,5875.1,5875.1,0,3,At-Risk Big Spenders
C10243,16139.220000000001,8069.610000000001,2,12,2,2,2025-02-23 22:56:00,2025-08-13 18:10:00,United Kingdom,107,2,16139.220000000001,8069.610000000001,170,0,Recent Moderate Buyers
C10244,20334.0,3389.0,6,14,2,5,2025-01-09 13:39:00,2025-06-11 10:00:00,Portugal,170,2,20334.0,10167.0,152,3,At-Risk Big Spenders
C10245,13951.369999999999,1993.052857142857,7,19,2,7,2025-01-03 20:34:00,2025-09-21 13:58:00,United Kingdom,68,2,13951.369999999999,6975.6849999999995,260,0,Recent Moderate Buyers
C10247,7559.08,1889.77,4,17,2,4,2025-08-16 19:56:00,2025-10-27 09:00:00,United Kingdom,32,2,7559.08,3779.54,71,0,Recent Moderate Buyers
C10248,79880.85,11411.550000000001,7,64,2,6,2025-07-15 20:37:00,2025-09-03 16:17:00,United Kingdom,86,2,79880.85,39940.425,49,1,Champions (High-Value Loyal)
C10249,10023.76,1252.97,8,22,4,7,2025-02-05 19:07:00,2025-10-12 16:07:00,India,47,4,10023.76,2505.94,248,1,Champions (High-Value Loyal)
C10250,9053.52,3017.84,3,9,1,3,2025-04-27 10:54:00,2025-04-27 10:54:00,United Kingdom,215,1,9053.52,9053.52,0,3,At-Risk Big Spenders
C10251,9444.32,2361.08,4,7,1,4,2025-11-18 14:54:00,2025-11-18 14:54:00,United Kingdom,10,1,9444.32,9444.32,0,0,Recent Moderate Buyers
C10253,851.57,851.57,1,1,1,1,2025-07-15 22:44:00,2025-07-15 22:44:00,United Kingdom,135,1,851.57,851.57,0,2,Low-Value Customers
C10254,3204.58,801.145,4,8,1,4,2025-08-30 09:02:00,2025-08-30 09:02:00,United Kingdom,90,1,3204.58,3204.58,0,2,Low-Value Customers
C10255,13475.36,1925.0514285714287,7,21,3,6,2025-01-04 12:24:00,2025-09-13 14:59:00,Singapore,76,3,13475.36,4491.786666666667,252,1,Champions (High-Value Loyal)
C10256,6401.15,914.4499999999999,7,16,2,7,2025-01-03 08:35:00,2025-01-17 19:32:00,Singapore,314,2,6401.15,3200.575,14,3,At-Risk Big Spenders
C10258,18889.28,4722.32,4,18,3,4,2025-02-12 15:55:00,2025-09-28 14:38:00,United Kingdom,61,3,18889.28,6296.426666666666,227,1,Champions (High-Value Loyal)
C10259,2159.0,2159.0,1,2,1,1,2025-02-02 08:24:00,2025-02-02 08:24:00,United Kingdom,299,1,2159.0,2159.0,0,2,Low-Value Customers
C10260,4310.13,1436.71,3,7,1,3,2025-10-28 14:18:00,2025-10-28 14:18:00,Portugal,31,1,4310.13,4310.13,0,0,Recent Moderate Buyers
C10261,9931.33,1418.7614285714285,7,22,3,6,2025-01-04 22:07:00,2025-09-10 18:37:00,Netherlands,79,3,9931.33,3310.443333333333,248,1,Champions (High-Value Loyal)
C10262,47017.89,2238.947142857143,21,55,5,14,2025-01-05 22:51:00,2025-08-18 17:48:00,Netherlands,102,5,47017.89,9403.578,224,1,Champions (High-Value Loyal)
C10264,3510.63,1755.315,2,4,1,2,2025-02-07 20:57:00,2025-02-07 20:57:00,United Kingdom,293,1,3510.63,3510.63,0,3,At-Risk Big Spenders
C10265,3734.69,1867.345,2,3,1,2,2025-07-14 16:54:00,2025-07-14 16:54:00,EIRE,137,1,3734.69,3734.69,0,2,Low-Value Customers
C10266,17676.51,1606.9554545454544,11,27,3,9,2025-01-07 08:04:00,2025-08-10 13:26:00,India,110,3,17676.51,5892.169999999999,215,1,Champions (High-Value Loyal)
C10268,29904.79,4272.112857142857,7,35,3,6,2025-05-15 14:03:00,2025-10-17 11:52:00,Canada,42,3,29904.79,9968.263333333334,154,1,Champions (High-Value Loyal)
C10269,21113.43,4222.686,5,27,2,5,2025-10-31 22:29:00,2025-11-13 10:05:00,India,15,2,21113.43,10556.715,12,0,Recent Moderate Buyers
C10270,8311.94,1662.3880000000001,5,12,2,5,2025-04-23 08:40:00,2025-08-29 08:08:00,United Kingdom,91,2,8311.94,4155.97,127,0,Recent Moderate Buyers
C10271,1734.65,867.325,2,5,1,2,2025-10-19 14:46:00,2025-10-19 14:46:00,France,40,1,1734.65,1734.65,0,2,Low-Value Customers
C10273,11482.859999999999,3827.6199999999994,3,10,2,3,2025-07-26 14:27:00,2025-07-31 12:43:00,India,120,2,11482.859999999999,5741.429999999999,4,0,Recent Moderate Buyers
C10275,29221.98,3652.7475,8,41,1,8,2025-02-12 18:11:00,2025-02-12 18:11:00,United Kingdom,289,1,29221.98,29221.98,0,3,At-Risk Big Spenders
C10276,8181.28,1636.2559999999999,5,16,1,5,2025-04-04 19:43:00,2025-04-04 19:43:00,United Kingdom,237,1,8181.28,8181.28,0,3,At-Risk Big Spenders
C10277,3237.4300000000003,1618.7150000000001,2,3,1,2,2025-08-05 08:43:00,2025-08-05 08:43:00,United Kingdom,115,1,3237.4300000000003,3237.4300000000003,0,2,Low-Value Customers
C10278,3893.95,1297.9833333333333,3,9,2,3,2025-04-30 22:58:00,2025-09-10 14:01:00,United Kingdom,79,2,3893.95,1946.975,132,0,Recent Moderate Buyers
C10279,3714.16,928.54,4,10,2,4,2025-03-14 22:52:00,2025-04-30 09:12:00,United Kingdom,212,2,3714.16,1857.08,46,3,At-Risk Big Spenders
C10280,19932.81,1993.2810000000002,10,27,4,9,2025-04-13 10:18:00,2025-10-21 16:54:00,India,38,4,19932.81,4983.2025,191,1,Champions (High-Value Loyal)
C10281,12085.34,929.6415384615385,13,25,3,11,2025-01-06 09:24:00,2025-02-17 18:23:00,Germany,284,3,12085.34,4028.4466666666667,42,3,At-Risk Big Spenders
C10282,11544.34,2308.868,5,11,1,5,2025-07-14 20:04:00,2025-07-14 20:04:00,United Kingdom,136,1,11544.34,11544.34,0,0,Recent Moderate Buyers
C10283,1472.83,490.9433333333333,3,3,1,3,2025-02-15 20:38:00,2025-02-15 20:38:00,India,285,1,1472.83,1472.83,0,2,Low-Value Customers
C10284,9184.32,1530.72,6,14,1,6,2025-05-14 18:45:00,2025-05-14 18:45:00,United Kingdom,198,1,9184.32,9184.32,0,3,At-Risk Big Spenders
C10285,10454.03,1493.4328571428573,7,11,2,7,2025-08-08 20:04:00,2025-11-08 22:51:00,United Kingdom,19,2,10454.03,5227.015,92,0,Recent Moderate Buyers
C10286,15401.88,1400.170909090909,11,34,3,10,2025-03-14 18:40:00,2025-09-05 12:58:00,Spain,84,3,15401.88,5133.96,174,1,Champions (High-Value Loyal)
C10287,13356.83,6678.415,2,9,1,2,2025-08-02 18:01:00,2025-08-02 18:01:00,EIRE,118,1,13356.83,13356.83,0,0,Recent Moderate Buyers
C10288,45549.990000000005,3795.8325000000004,12,56,2,11,2025-07-24 09:59:00,2025-09-09 15:37:00,United Kingdom,80,2,45549.990000000005,22774.995000000003,47,0,Recent Moderate Buyers
C10289,32308.660000000003,3230.8660000000004,10,34,3,10,2025-02-01 12:15:00,2025-05-27 22:21:00,United Kingdom,184,3,32308.660000000003,10769.553333333335,115,1,Champions (High-Value Loyal)
C10291,14005.859999999999,2334.31,6,21,2,6,2025-06-17 08:56:00,2025-11-02 09:46:00,United Kingdom,26,2,14005.859999999999,7002.929999999999,138,0,Recent Moderate Buyers
C10292,46169.9,3847.491666666667,12,40,4,12,2025-01-12 20:35:00,2025-03-25 17:16:00,France,248,4,46169.9,11542.475,71,1,Champions (High-Value Loyal)
C10293,4214.68,842.936,5,10,1,5,2025-09-20 21:20:00,2025-09-20 21:20:00,India,68,1,4214.68,4214.68,0,0,Recent Moderate Buyers
C10296,15708.57,1428.0518181818181,11,33,3,10,2025-10-17 15:10:00,2025-10-28 20:51:00,United Kingdom,30,3,15708.57,5236.19,11,1,Champions (High-Value Loyal)
C10297,8138.740000000001,2034.6850000000002,4,8,1,4,2025-05-13 08:11:00,2025-05-13 08:11:00,United Kingdom,199,1,8138.740000000001,8138.740000000001,0,3,At-Risk Big Spenders
C10299,1739.44,869.72,2,4,1,2,2025-07-31 22:31:00,2025-07-31 22:31:00,United Kingdom,119,1,1739.44,1739.44,0,2,Low-Value Customers
C10301,5390.87,898.4783333333334,6,20,2,6,2025-01-20 08:18:00,2025-06-14 09:05:00,Spain,167,2,5390.87,2695.435,145,3,At-Risk Big Spenders
C10303,17091.07,1709.107,10,19,3,9,2025-02-27 21:50:00,2025-07-08 17:14:00,EIRE,143,3,17091.07,5697.0233333333335,130,1,Champions (High-Value Loyal)
C10304,1853.98,926.99,2,6,1,2,2025-06-26 20:25:00,2025-06-26 20:25:00,India,154,1,1853.98,1853.98,0,2,Low-Value Customers
C10305,14425.53,1311.4118181818183,11,20,2,10,2025-05-23 16:42:00,2025-11-14 20:57:00,United Kingdom,13,2,14425.53,7212.765,175,0,Recent Moderate Buyers
C10306,36993.32,2845.64,13,47,3,12,2025-03-27 10:31:00,2025-08-21 15:54:00,United Kingdom,99,3,36993.32,12331.106666666667,147,1,Champions (High-Value Loyal)
C10307,21837.879999999997,2426.431111111111,9,27,2,9,2025-09-27 13:48:00,2025-10-31 13:32:00,United Kingdom,28,2,21837.879999999997,10918.939999999999,33,0,Recent Moderate Buyers
C10309,4310.2699999999995,1077.5674999999999,4,7,2,4,2025-01-02 14:47:00,2025-03-04 08:15:00,France,269,2,4310.2699999999995,2155.1349999999998,60,3,At-Risk Big Spenders
C10310,4883.06,2441.53,2,3,1,2,2025-05-21 11:45:00,2025-05-21 11:45:00,Netherlands,191,1,4883.06,4883.06,0,3,At-Risk Big Spenders
C10311,8231.029999999999,1175.8614285714284,7,19,2,7,2025-11-12 16:34:00,2025-11-26 11:28:00,Netherlands,2,2,8231.029999999999,4115.514999999999,13,0,Recent Moderate Buyers
C10312,21743.55,2717.94375,8,21,2,8,2025-09-10 09:06:00,2025-11-08 22:29:00,United Kingdom,19,2,21743.55,10871.775,59,0,Recent Moderate Buyers
C10313,3206.66,801.665,4,7,1,4,2025-11-26 16:52:00,2025-11-26 16:52:00,United Kingdom,2,1,3206.66,3206.66,0,0,Recent Moderate Buyers
C10314,9400.18,1175.0225,8,19,3,8,2025-03-25 10:36:00,2025-11-04 11:49:00,United Kingdom,24,3,9400.18,3133.3933333333334,224,1,Champions (High-Value Loyal)
C10315,11085.28,1583.6114285714286,7,12,2,7,2025-02-07 11:36:00,2025-08-15 19:43:00,France,104,2,11085.28,5542.64,189,0,Recent Moderate Buyers
C10316,6482.29,1620.5725,4,7,3,3,2025-01-22 13:22:00,2025-11-25 22:55:00,Netherlands,2,3,6482.29,2160.7633333333333,307,0,Recent Moderate Buyers
C10317,5874.099999999999,5874.099999999999,1,10,1,1,2025-11-04 14:56:00,2025-11-04 14:56:00,United Kingdom,24,1,5874.099999999999,5874.099999999999,0,0,Recent Moderate Buyers
C10318,10848.21,2169.642,5,16,2,5,2025-07-09 15:41:00,2025-09-21 14:52:00,India,68,2,10848.21,5424.105,73,0,Recent Moderate Buyers
C10319,12500.93,1785.847142857143,7,20,2,6,2025-06-17 09:35:00,2025-09-01 15:57:00,United Kingdom,88,2,12500.93,6250.465,76,0,Recent Moderate Buyers
C10320,8666.9,2166.725,4,7,2,4,2025-04-16 17:05:00,2025-11-10 08:57:00,Spain,18,2,8666.9,4333.45,207,0,Recent Moderate Buyers
C10321,5850.08,1950.0266666666666,3,8,1,3,2025-07-21 17:47:00,2025-07-21 17:47:00,Netherlands,130,1,5850.08,5850.08,0,0,Recent Moderate Buyers
C10323,5743.25,2871.625,2,7,2,2,2025-09-04 17:44:00,2025-11-23 13:54:00,France,5,2,5743.25,2871.625,79,0,Recent Moderate Buyers
C10324,1722.4699999999998,861.2349999999999,2,3,1,2,2025-10-26 22:53:00,2025-10-26 22:53:00,Netherlands,32,1,1722.4699999999998,1722.4699999999998,0,2,Low-Value Customers
C10326,12759.439999999999,2551.888,5,12,2,4,2025-03-05 10:36:00,2025-09-27 11:11:00,Germany,62,2,12759.439999999999,6379.719999999999,206,0,Recent Moderate Buyers
C10327,32933.450000000004,6586.6900000000005,5,75,2,4,2025-09-19 13:39:00,2025-10-29 20:58:00,United Kingdom,29,2,32933.450000000004,16466.725000000002,40,0,Recent Moderate Buyers
C10328,4305.7,1435.2333333333333,3,6,2,3,2025-07-09 22:03:00,2025-08-30 11:35:00,Portugal,90,2,4305.7,2152.85,51,0,Recent Moderate Buyers
C10330,29557.33,4222.475714285714,7,44,2,6,2025-09-29 11:01:00,2025-11-24 16:58:00,Netherlands,4,2,29557.33,14778.665,56,0,Recent Moderate Buyers
C10331,20618.93,2061.893,10,42,2,10,2025-03-09 12:04:00,2025-03-11 10:46:00,France,262,2,20618.93,10309.465,1,3,At-Risk Big Spenders
C10332,11069.29,1383.66125,8,17,3,6,2025-05-13 14:52:00,2025-10-25 21:51:00,United Kingdom,33,3,11069.29,3689.763333333334,165,1,Champions (High-Value Loyal)
C10333,16511.56,2358.7942857142857,7,26,3,6,2025-05-11 13:53:00,2025-08-23 19:40:00,France,96,3,16511.56,5503.8533333333335,104,1,Champions (High-Value Loyal)
C10336,4321.59,2160.795,2,7,1,2,2025-07-18 18:25:00,2025-07-18 18:25:00,EIRE,133,1,4321.59,4321.59,0,2,Low-Value Customers
C10337,4846.74,1615.58,3,5,1,3,2025-03-10 12:20:00,2025-03-10 12:20:00,United Kingdom,263,1,4846.74,4846.74,0,3,At-Risk Big Spenders
C10338,8733.24,1746.648,5,12,2,5,2025-05-05 12:04:00,2025-11-10 20:51:00,France,17,2,8733.24,4366.62,189,0,Recent Moderate Buyers
C10339,30611.48,2782.8618181818183,11,35,2,11,2025-01-12 11:52:00,2025-04-30 17:51:00,United Kingdom,212,2,30611.48,15305.74,108,3,At-Risk Big Spenders
C10340,20563.84,2937.691428571429,7,19,2,7,2025-07-12 11:25:00,2025-08-17 09:19:00,United Kingdom,103,2,20563.84,10281.92,35,0,Recent Moderate Buyers
C10341,1461.93,1461.93,1,3,1,1,2025-09-16 12:33:00,2025-09-16 12:33:00,France,73,1,1461.93,1461.93,0,2,Low-Value Customers
C10342,17778.86,1975.4288888888889,9,24,2,9,2025-02-15 16:56:00,2025-10-06 13:55:00,United Kingdom,53,2,17778.86,8889.43,232,0,Recent Moderate Buyers
C10346,1692.5700000000002,1692.5700000000002,1,3,1,1,2025-01-16 08:48:00,2025-01-16 08:48:00,Netherlands,316,1,1692.5700000000002,1692.5700000000002,0,2,Low-Value Customers
C10347,9251.99,1321.712857142857,7,15,3,7,2025-02-13 11:08:00,2025-07-24 09:24:00,Australia,127,3,9251.99,3083.9966666666664,160,1,Champions (High-Value Loyal)
C10348,5432.18,5432.18,1,2,1,1,2025-04-27 12:01:00,2025-04-27 12:01:00,United Kingdom,215,1,5432.18,5432.18,0,3,At-Risk Big Spenders
C10349,455.98,455.98,1,2,1,1,2025-03-25 09:45:00,2025-03-25 09:45:00,India,248,1,455.98,455.98,0,2,Low-Value Customers
C10350,11488.82,2297.764,5,15,2,5,2025-04-18 22:33:00,2025-10-04 18:53:00,United Kingdom,55,2,11488.82,5744.41,168,0,Recent Moderate Buyers
C10352,16330.92,2041.365,8,22,2,8,2025-04-23 22:18:00,2025-08-05 16:57:00,United Kingdom,115,2,16330.92,8165.46,103,0,Recent Moderate Buyers
C10354,13940.76,1991.537142857143,7,27,2,6,2025-01-11 13:45:00,2025-10-26 12:03:00,United Kingdom,33,2,13940.76,6970.38,287,0,Recent Moderate Buyers
C10355,18045.45,3609.09,5,19,2,5,2025-05-26 17:35:00,2025-05-31 13:31:00,Canada,181,2,18045.45,9022.725,4,3,At-Risk Big Spenders
C10356,27577.940000000002,5515.588000000001,5,17,2,5,2025-02-03 16:34:00,2025-07-07 15:40:00,United Kingdom,144,2,27577.940000000002,13788.970000000001,153,0,Recent Moderate Buyers
C10357,8651.6,1441.9333333333334,6,17,2,6,2025-04-09 11:13:00,2025-08-11 14:59:00,Australia,109,2,8651.6,4325.8,124,0,Recent Moderate Buyers
C10358,1310.83,655.415,2,2,1,2,2025-05-22 22:52:00,2025-05-22 22:52:00,United Kingdom,189,1,1310.83,1310.83,0,2,Low-Value Customers
C10359,7503.71,1875.9275,4,9,1,4,2025-06-03 12:42:00,2025-06-03 12:42:00,United Kingdom,178,1,7503.71,7503.71,0,3,At-Risk Big Spenders
C10360,3640.2200000000003,728.0440000000001,5,9,3,5,2025-11-08 20:23:00,2025-11-21 09:21:00,United Kingdom,7,3,3640.2200000000003,1213.4066666666668,12,0,Recent Moderate Buyers
C10361,7920.9400000000005,1584.188,5,14,1,5,2025-05-20 22:08:00,2025-05-20 22:08:00,Germany,191,1,7920.9400000000005,7920.9400000000005,0,3,At-Risk Big Spenders
C10362,39581.62,2328.3305882352943,17,48,5,15,2025-03-16 16:23:00,2025-11-10 12:11:00,United Kingdom,18,5,39581.62,7916.3240000000005,238,1,Champions (High-Value Loyal)
C10363,5740.780000000001,1435.1950000000002,4,14,1,4,2025-02-26 22:47:00,2025-02-26 22:47:00,India,274,1,5740.780000000001,5740.780000000001,0,3,At-Risk Big Spenders
C10364,1019.29,509.645,2,4,1,2,2025-03-18 19:21:00,2025-03-18 19:21:00,United Kingdom,255,1,1019.29,1019.29,0,2,Low-Value Customers
C10366,10803.82,2700.955,4,12,1,4,2025-02-12 08:06:00,2025-02-12 08:06:00,United Kingdom,289,1,10803.82,10803.82,0,3,At-Risk Big Spenders
C10367,5279.21,1759.7366666666667,3,7,1,3,2025-09-20 12:00:00,2025-09-20 12:00:00,United Kingdom,69,1,5279.21,5279.21,0,0,Recent Moderate Buyers
C10368,39968.61,3633.51,11,90,5,10,2025-05-23 10:46:00,2025-10-17 17:26:00,India,42,5,39968.61,7993.722,147,1,Champions (High-Value Loyal)
C10369,1373.3500000000001,686.6750000000001,2,5,1,2,2025-07-15 08:31:00,2025-07-15 08:31:00,United Kingdom,136,1,1373.3500000000001,1373.3500000000001,0,2,Low-Value Customers
C10370,4030.11,1343.3700000000001,3,9,1,3,2025-06-27 20:22:00,2025-06-27 20:22:00,Spain,153,1,4030.11,4030.11,0,2,Low-Value Customers
C10371,9236.33,1539.3883333333333,6,16,2,6,2025-01-16 15:09:00,2025-01-27 15:39:00,United Kingdom,305,2,9236.33,4618.165,11,3,At-Risk Big Spenders
C10372,5179.77,2589.885,2,6,1,2,2025-02-19 16:37:00,2025-02-19 16:37:00,Germany,282,1,5179.77,5179.77,0,3,At-Risk Big Spenders
C10373,5072.43,1690.8100000000002,3,7,2,3,2025-08-04 17:30:00,2025-09-23 12:26:00,Germany,66,2,5072.43,2536.215,49,0,Recent Moderate Buyers
C10374,8284.79,2761.596666666667,3,17,2,3,2025-05-02 15:39:00,2025-06-11 14:10:00,India,170,2,8284.79,4142.395,39,3,At-Risk Big Spenders
C10375,13597.82,1942.5457142857142,7,19,2,7,2025-01-24 19:48:00,2025-09-12 08:23:00,United Kingdom,77,2,13597.82,6798.91,230,0,Recent Moderate Buyers
C10376,6863.82,1143.97,6,12,1,6,2025-07-24 18:49:00,2025-07-24 18:49:00,United Kingdom,127,1,6863.82,6863.82,0,0,Recent Moderate Buyers
C10377,18916.7,1891.67,10,32,3,9,2025-03-07 21:20:00,2025-07-02 19:33:00,India,148,3,18916.7,6305.566666666667,116,1,Champions (High-Value Loyal)
C10378,9415.220000000001,1345.0314285714287,7,13,2,6,2025-05-27 09:41:00,2025-07-10 20:48:00,United Kingdom,140,2,9415.220000000001,4707.610000000001,44,0,Recent Moderate Buyers
C10379,45014.229999999996,3215.3021428571424,14,36,4,12,2025-06-15 20:21:00,2025-09-30 08:20:00,United Kingdom,59,4,45014.229999999996,11253.557499999999,106,1,Champions (High-Value Loyal)
C10380,13747.86,1963.98,7,14,3,7,2025-03-18 09:31:00,2025-11-17 15:45:00,EIRE,11,3,13747.86,4582.62,244,1,Champions (High-Value Loyal)
C10382,271.04,271.04,1,1,1,1,2025-01-31 16:43:00,2025-01-31 16:43:00,United Kingdom,301,1,271.04,271.04,0,2,Low-Value Customers
C10383,55774.29,4647.8575,12,51,2,10,2025-03-07 13:36:00,2025-11-07 18:53:00,United Kingdom,21,2,55774.29,27887.145,245,0,Recent Moderate Buyers
C10384,3778.57,1889.285,2,5,2,2,2025-04-28 16:13:00,2025-11-07 18:53:00,United Kingdom,21,2,3778.57,1889.285,193,0,Recent Moderate Buyers
C10385,17919.420000000002,2239.9275000000002,8,18,4,8,2025-05-07 13:10:00,2025-10-22 17:38:00,United Kingdom,37,4,17919.420000000002,4479.8550000000005,168,1,Champions (High-Value Loyal)
C10386,20323.98,5080.995,4,26,3,4,2025-06-28 15:16:00,2025-11-04 13:24:00,United Kingdom,24,3,20323.98,6774.66,128,1,Champions (High-Value Loyal)
C10387,6753.3,1350.66,5,9,1,5,2025-08-01 14:27:00,2025-08-01 14:27:00,United Kingdom,119,1,6753.3,6753.3,0,0,Recent Moderate Buyers
